,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
3470,28,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,3471,Male,2,Healthcare Representative,Single,74570,3.0,Y,11,8,2,10.0,1,8,1,7
3472,33,No,Travel_Rarely,Sales,23,4,Marketing,1,3473,Female,4,Sales Executive,Divorced,39830,4.0,Y,12,8,0,9.0,3,3,1,2
3475,28,No,Travel_Rarely,Human Resources,1,1,Human Resources,1,3476,Male,2,Research Scientist,Divorced,63470,1.0,Y,15,8,1,4.0,2,4,2,2
3476,34,No,Travel_Frequently,Sales,29,4,Marketing,1,3477,Male,1,Research Scientist,Single,115100,0.0,Y,14,8,1,7.0,5,6,0,4
3477,37,No,Travel_Rarely,Research & Development,7,4,Life Sciences,1,3478,Male,4,Sales Executive,Divorced,71430,2.0,Y,21,8,0,8.0,6,1,0,0
3481,42,No,Travel_Rarely,Research & Development,11,1,Life Sciences,1,3482,Male,4,Research Scientist,Married,60320,0.0,Y,14,8,0,23.0,2,22,13,7
3484,33,No,Travel_Frequently,Sales,9,3,Medical,1,3485,Female,2,Research Scientist,Married,46490,0.0,Y,12,8,0,4.0,2,3,0,2
3485,34,No,Non-Travel,Sales,1,1,Marketing,1,3486,Female,2,Research Director,Married,26960,3.0,Y,23,8,0,6.0,3,0,0,0
3486,48,No,Non-Travel,Sales,2,1,Life Sciences,1,3487,Male,2,Sales Executive,Single,23700,2.0,Y,11,8,0,27.0,3,5,2,1
3487,45,No,Non-Travel,Research & Development,1,3,Medical,1,3488,Female,2,Human Resources,Married,125040,1.0,Y,12,8,1,15.0,2,15,4,12
3488,52,No,Travel_Rarely,Sales,1,3,Life Sciences,1,3489,Male,1,Sales Executive,Single,59740,7.0,Y,18,8,1,18.0,6,8,4,0
3489,38,No,Travel_Rarely,Research & Development,6,2,Medical,1,3490,Male,1,Research Scientist,Divorced,47360,0.0,Y,11,8,1,9.0,3,8,2,7
3490,29,No,Travel_Rarely,Research & Development,8,3,Medical,1,3491,Female,4,Research Scientist,Divorced,52960,4.0,Y,14,8,0,11.0,3,7,1,7
3491,28,No,Travel_Rarely,Human Resources,1,3,Human Resources,1,3492,Female,4,Laboratory Technician,Divorced,67810,0.0,Y,15,8,1,10.0,2,9,1,7
3492,46,No,Travel_Rarely,Research & Development,6,4,Medical,1,3493,Male,3,Sales Executive,Married,21740,3.0,Y,11,8,1,23.0,3,12,4,9
3493,38,No,Travel_Rarely,Research & Development,7,4,Medical,1,3494,Male,1,Sales Executive,Single,66530,7.0,Y,20,8,1,10.0,2,1,0,0
3494,43,No,Travel_Frequently,Research & Development,5,3,Medical,1,3495,Female,2,Laboratory Technician,Married,96990,8.0,Y,19,8,1,18.0,3,8,0,1
3496,40,No,Travel_Rarely,Research & Development,1,1,Life Sciences,1,3497,Male,1,Healthcare Representative,Single,22130,1.0,Y,17,8,0,21.0,4,20,4,9
3497,21,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,3498,Female,1,Research Scientist,Single,26100,1.0,Y,11,8,1,2.0,3,2,2,2
3498,39,No,Non-Travel,Research & Development,6,3,Life Sciences,1,3499,Male,1,Laboratory Technician,Single,28510,9.0,Y,15,8,0,9.0,2,5,0,3
3499,36,No,Non-Travel,Research & Development,1,3,Medical,1,3500,Male,3,Sales Representative,Single,34520,2.0,Y,13,8,3,18.0,4,11,0,9
3500,31,No,Travel_Frequently,Research & Development,7,3,Life Sciences,1,3501,Male,1,Sales Executive,Married,52580,0.0,Y,14,8,3,3.0,5,2,2,2
3501,28,No,Travel_Rarely,Sales,2,4,Marketing,1,3502,Male,1,Sales Executive,Married,93550,0.0,Y,11,8,0,6.0,4,5,0,4
3502,35,No,Travel_Frequently,Research & Development,9,2,Other,1,3503,Female,1,Manufacturing Director,Divorced,104960,1.0,Y,13,8,1,5.0,2,5,0,2
3503,49,No,Travel_Rarely,Sales,2,2,Medical,1,3504,Female,1,Sales Executive,Married,63800,6.0,Y,23,8,1,22.0,1,9,2,3
3504,34,No,Travel_Frequently,Sales,9,1,Technical Degree,1,3505,Male,2,Sales Executive,Single,26570,2.0,Y,13,8,1,5.0,3,3,0,2
3505,29,No,Travel_Frequently,Research & Development,1,4,Medical,1,3506,Male,3,Research Scientist,Divorced,27160,0.0,Y,18,8,0,8.0,2,7,1,1
3506,42,No,Travel_Rarely,Sales,21,2,Life Sciences,1,3507,Female,1,Healthcare Representative,Single,22010,4.0,Y,12,8,1,16.0,3,1,0,0
3507,29,No,Travel_Rarely,Sales,4,2,Other,1,3508,Female,2,Healthcare Representative,Married,65400,1.0,Y,22,8,0,10.0,2,10,1,2
3508,38,No,Travel_Rarely,Research & Development,1,3,Medical,1,3509,Female,1,Human Resources,Married,38160,1.0,Y,13,8,2,7.0,2,7,5,0
3509,28,No,Travel_Frequently,Sales,6,4,Life Sciences,1,3510,Male,1,Manager,Divorced,52530,1.0,Y,15,8,0,3.0,2,3,0,2
3512,41,No,Travel_Rarely,Research & Development,4,2,Medical,1,3513,Male,2,Research Scientist,Married,25430,3.0,Y,12,8,0,6.0,3,1,0,0
3514,37,No,Travel_Rarely,Research & Development,23,3,Life Sciences,1,3515,Male,3,Manufacturing Director,Divorced,166590,7.0,Y,16,8,1,9.0,2,6,1,3
3515,27,No,Travel_Rarely,Research & Development,6,2,Medical,1,3516,Female,1,Healthcare Representative,Married,42600,1.0,Y,11,8,2,4.0,2,4,2,2
3516,34,No,Travel_Rarely,Sales,1,1,Marketing,1,3517,Female,2,Laboratory Technician,Married,24760,1.0,Y,19,8,0,6.0,2,6,1,3
3517,35,No,Travel_Rarely,Research & Development,6,3,Life Sciences,1,3518,Female,3,Laboratory Technician,Single,31020,1.0,Y,13,8,1,6.0,3,5,1,4
3519,40,No,Travel_Frequently,Research & Development,2,4,Medical,1,3520,Male,4,Human Resources,Single,75960,9.0,Y,11,8,0,20.0,0,18,2,13
3521,42,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1,3522,Male,4,Laboratory Technician,Single,30340,7.0,Y,21,8,1,9.0,3,6,1,5
3522,35,No,Travel_Rarely,Research & Development,5,3,Medical,1,3523,Male,1,Healthcare Representative,Married,57150,6.0,Y,24,8,2,10.0,0,8,1,7
3523,24,No,Travel_Rarely,Sales,7,4,Life Sciences,1,3524,Female,1,Laboratory Technician,Single,25760,8.0,Y,17,8,3,6.0,3,4,1,2
3525,26,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,3526,Male,2,Sales Representative,Married,143360,1.0,Y,21,8,1,8.0,3,8,0,7
3526,30,No,Travel_Rarely,Research & Development,7,2,Life Sciences,1,3527,Female,1,Manufacturing Director,Married,34480,1.0,Y,11,8,0,10.0,3,10,1,4
3527,40,No,Travel_Frequently,Research & Development,26,4,Life Sciences,1,3528,Male,2,Research Scientist,Married,194060,3.0,Y,20,8,3,16.0,2,1,0,0
3528,35,No,Travel_Rarely,Research & Development,18,5,Medical,1,3529,Female,2,Research Scientist,Divorced,65380,2.0,Y,16,8,1,15.0,3,7,6,4
3529,34,No,Travel_Frequently,Research & Development,6,2,Life Sciences,1,3530,Male,1,Research Director,Single,43060,0.0,Y,11,8,0,14.0,2,13,4,9
3530,35,No,Travel_Frequently,Research & Development,3,3,Medical,1,3531,Female,2,Laboratory Technician,Married,22580,1.0,Y,11,8,1,2.0,2,2,2,2
3532,32,No,Non-Travel,Research & Development,11,2,Other,1,3533,Female,2,Research Scientist,Divorced,44870,1.0,Y,11,8,0,1.0,5,1,0,0
3534,29,No,Travel_Rarely,Research & Development,26,1,Life Sciences,1,3535,Male,1,Laboratory Technician,Married,22180,1.0,Y,24,8,1,10.0,1,10,0,8
3535,19,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,3536,Male,2,Laboratory Technician,Single,191970,1.0,Y,12,8,0,1.0,2,1,0,0
3536,45,No,Travel_Rarely,Research & Development,22,3,Life Sciences,1,3537,Female,2,Sales Representative,Married,132120,4.0,Y,13,8,0,7.0,4,3,0,2
3537,37,No,Travel_Rarely,Research & Development,14,4,Life Sciences,1,3538,Male,3,Research Scientist,Married,65770,1.0,Y,13,8,0,14.0,1,14,3,11
3538,20,No,Travel_Rarely,Research & Development,6,3,Medical,1,3539,Male,5,Research Director,Single,83920,1.0,Y,17,8,0,2.0,5,2,1,2
3540,53,No,Travel_Rarely,Research & Development,6,4,Life Sciences,1,3541,Male,1,Research Director,Divorced,40310,3.0,Y,12,8,1,26.0,3,7,4,7
3541,29,No,Travel_Rarely,Research & Development,23,3,Medical,1,3542,Male,1,Sales Executive,Married,79690,0.0,Y,14,8,0,6.0,3,5,1,3
3543,46,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,3544,Male,2,Research Scientist,Married,165550,8.0,Y,14,8,2,28.0,4,26,15,9
3544,44,No,Non-Travel,Research & Development,20,3,Life Sciences,1,3545,Male,1,Sales Representative,Single,45560,2.0,Y,13,8,0,6.0,4,0,0,0
3545,33,No,Travel_Rarely,Research & Development,28,4,Life Sciences,1,3546,Female,1,Manager,Married,60910,1.0,Y,15,8,0,5.0,6,5,1,4
3547,30,No,Travel_Rarely,Sales,20,3,Marketing,1,3548,Male,3,Sales Executive,Divorced,48100,8.0,Y,18,8,0,8.0,3,4,0,3
3548,40,No,Travel_Frequently,Sales,9,3,Medical,1,3549,Male,1,Manufacturing Director,Married,45230,5.0,Y,16,8,1,5.0,5,0,0,0
3549,50,No,Travel_Frequently,Research & Development,25,4,Life Sciences,1,3550,Female,2,Healthcare Representative,Married,32020,2.0,Y,24,8,1,32.0,2,2,2,2
3550,28,No,Travel_Rarely,Research & Development,6,3,Technical Degree,1,3551,Male,2,Research Scientist,Married,23510,1.0,Y,16,8,0,6.0,4,6,3,3
3551,46,No,Travel_Rarely,Research & Development,8,4,Other,1,3552,Male,3,Manager,Married,17020,5.0,Y,21,8,0,25.0,2,4,0,3
3552,35,No,Travel_Rarely,Sales,4,4,Marketing,1,3553,Male,1,Laboratory Technician,Married,180410,3.0,Y,20,8,1,15.0,3,7,1,7
3554,33,No,Travel_Frequently,Research & Development,9,2,Medical,1,3555,Female,1,Sales Executive,Married,20970,1.0,Y,14,8,2,10.0,5,10,0,1
3555,36,No,Travel_Rarely,Research & Development,9,2,Medical,1,3556,Male,2,Sales Executive,Divorced,119350,1.0,Y,11,8,3,7.0,6,7,1,7
3556,30,No,Travel_Rarely,Sales,29,3,Marketing,1,3557,Male,1,Sales Executive,Divorced,25460,1.0,Y,14,8,1,10.0,2,10,8,9
3557,44,No,Travel_Rarely,Research & Development,3,4,Medical,1,3558,Male,2,Research Scientist,Single,25640,1.0,Y,12,8,3,20.0,3,20,13,17
3558,20,No,Travel_Rarely,Research & Development,18,4,Medical,1,3559,Male,1,Human Resources,Single,84120,1.0,Y,13,8,0,2.0,2,2,2,2
3559,46,No,Travel_Rarely,Sales,9,1,Medical,1,3560,Female,1,Sales Executive,Divorced,141180,2.0,Y,22,8,0,12.0,3,6,1,4
3560,42,No,Non-Travel,Research & Development,5,4,Medical,1,3561,Male,5,Sales Executive,Married,170460,7.0,Y,11,8,0,10.0,3,4,0,3
3561,60,No,Travel_Rarely,Sales,2,2,Life Sciences,1,3562,Male,2,Sales Executive,Divorced,25640,0.0,Y,14,8,1,12.0,3,11,1,9
3562,32,No,Travel_Frequently,Sales,10,3,Life Sciences,1,3563,Female,1,Sales Executive,Married,102660,1.0,Y,11,8,0,2.0,3,2,2,2
3563,32,No,Travel_Frequently,Research & Development,9,3,Life Sciences,1,3564,Female,2,Research Scientist,Single,50700,4.0,Y,12,8,1,10.0,6,8,0,7
3564,36,No,Travel_Rarely,Sales,3,2,Marketing,1,3565,Male,4,Healthcare Representative,Divorced,178610,2.0,Y,18,8,0,17.0,2,7,7,7
3565,33,No,Travel_Rarely,Sales,26,2,Marketing,1,3566,Male,1,Research Scientist,Married,42300,0.0,Y,12,8,0,15.0,0,14,4,10
3566,40,No,Travel_Rarely,Research & Development,1,3,Medical,1,3567,Female,2,Research Scientist,Divorced,37800,7.0,Y,12,8,0,7.0,2,5,1,3
3567,25,No,Travel_Rarely,Research & Development,6,2,Medical,1,3568,Female,1,Laboratory Technician,Single,27680,0.0,Y,22,8,1,5.0,0,4,1,1
3568,30,No,Travel_Rarely,Sales,9,3,Marketing,1,3569,Female,1,Research Scientist,Married,90710,0.0,Y,19,8,1,12.0,2,11,5,7
3569,42,No,Travel_Frequently,Human Resources,8,2,Medical,1,3570,Male,1,Sales Executive,Married,106480,3.0,Y,13,8,1,20.0,1,1,0,0
3570,35,No,Non-Travel,Research & Development,1,1,Life Sciences,1,3571,Male,2,Sales Executive,Married,136100,4.0,Y,22,8,2,16.0,4,13,4,12
3571,27,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,3572,Male,3,Manufacturing Director,Married,34080,1.0,Y,24,8,0,9.0,2,9,6,8
3572,54,No,Travel_Frequently,Research & Development,9,2,Medical,1,3573,Male,2,Sales Representative,Divorced,29830,7.0,Y,14,8,1,33.0,2,5,1,4
3573,44,No,Travel_Rarely,Human Resources,4,4,Life Sciences,1,3574,Male,5,Laboratory Technician,Married,76320,1.0,Y,21,8,0,10.0,3,10,7,7
3575,29,No,Travel_Rarely,Research & Development,19,4,Life Sciences,1,3576,Male,1,Manufacturing Director,Divorced,99500,1.0,Y,20,8,0,3.0,3,3,1,2
3576,54,No,Travel_Rarely,Research & Development,9,4,Life Sciences,1,3577,Male,2,Sales Executive,Married,20930,3.0,Y,19,8,0,36.0,2,10,0,9
3577,31,No,Travel_Rarely,Research & Development,21,3,Life Sciences,1,3578,Male,2,Laboratory Technician,Married,99800,1.0,Y,12,8,0,6.0,1,6,0,1
3578,31,No,Travel_Rarely,Sales,24,1,Marketing,1,3579,Female,1,Sales Executive,Single,38940,1.0,Y,12,8,0,10.0,3,10,1,8
3579,59,No,Travel_Rarely,Research & Development,3,4,Technical Degree,1,3580,Male,1,Research Scientist,Single,40510,5.0,Y,16,8,3,13.0,3,6,0,5
3580,43,No,Travel_Rarely,Research & Development,11,2,Life Sciences,1,3581,Male,3,Laboratory Technician,Married,168350,3.0,Y,17,8,1,25.0,3,8,0,7
3581,49,No,Travel_Rarely,Sales,14,4,Life Sciences,1,3582,Male,2,Research Scientist,Married,62300,2.0,Y,14,8,0,23.0,2,1,0,0
3582,36,No,Travel_Frequently,Sales,5,2,Marketing,1,3583,Female,1,Laboratory Technician,Married,47170,1.0,Y,19,8,1,12.0,3,11,0,7
3583,48,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,3584,Female,2,Laboratory Technician,Single,132370,5.0,Y,13,8,1,7.0,2,1,0,0
3584,27,No,Travel_Rarely,Research & Development,6,4,Life Sciences,1,3585,Male,2,Laboratory Technician,Divorced,37550,1.0,Y,19,8,0,5.0,2,5,0,3
3585,29,No,Travel_Rarely,Sales,17,4,Medical,1,3586,Male,1,Laboratory Technician,Divorced,65820,1.0,Y,19,8,1,6.0,3,6,1,0
3586,48,No,Travel_Rarely,Sales,1,1,Marketing,1,3587,Male,2,Manufacturing Director,Single,74060,6.0,Y,14,8,2,25.0,2,1,0,0
3587,29,No,Travel_Rarely,Research & Development,3,3,Technical Degree,1,3588,Female,2,Healthcare Representative,Divorced,48050,3.0,Y,16,8,1,9.0,2,7,1,7
3588,34,No,Travel_Rarely,Sales,9,4,Medical,1,3589,Female,2,Laboratory Technician,Married,27410,0.0,Y,15,8,1,2.0,3,1,0,0
3589,44,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,3590,Female,1,Laboratory Technician,Married,42620,7.0,Y,18,8,0,26.0,2,22,3,10
3590,33,No,Travel_Rarely,Research & Development,8,2,Life Sciences,1,3591,Female,2,Research Scientist,Divorced,161840,0.0,Y,13,8,1,10.0,2,9,0,8
3591,19,No,Travel_Rarely,Sales,2,4,Marketing,1,3592,Male,3,Laboratory Technician,Single,115570,1.0,Y,22,8,0,1.0,0,1,0,1
3592,23,No,Travel_Rarely,Sales,2,3,Medical,1,3593,Male,3,Laboratory Technician,Married,18780,1.0,Y,13,8,1,1.0,2,1,0,1
3594,26,No,Travel_Rarely,Human Resources,9,3,Life Sciences,1,3595,Male,2,Research Scientist,Single,68110,1.0,Y,11,8,1,8.0,4,8,2,2
3596,55,No,Non-Travel,Research & Development,27,3,Life Sciences,1,3597,Female,2,Manager,Divorced,48590,1.0,Y,24,8,1,34.0,3,33,15,0
3598,46,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,3599,Male,1,Manufacturing Director,Married,23400,2.0,Y,13,8,1,26.0,2,11,0,8
3599,34,No,Travel_Rarely,Sales,13,4,Medical,1,3600,Male,3,Sales Representative,Single,74910,0.0,Y,14,8,1,4.0,3,3,0,2
3600,51,No,Travel_Frequently,Research & Development,14,3,Life Sciences,1,3601,Male,2,Research Director,Divorced,105270,4.0,Y,14,8,0,31.0,3,29,11,10
3601,59,No,Travel_Rarely,Research & Development,4,2,Life Sciences,1,3602,Male,2,Research Scientist,Single,165950,6.0,Y,21,8,1,25.0,2,9,5,4
3602,34,No,Travel_Frequently,Sales,14,4,Medical,1,3603,Female,3,Research Scientist,Divorced,88340,4.0,Y,13,8,1,15.0,1,11,5,10
3603,28,No,Travel_Frequently,Research & Development,2,3,Other,1,3604,Female,1,Manager,Single,55770,0.0,Y,19,8,0,5.0,3,4,0,2
3604,44,No,Travel_Rarely,Research & Development,3,4,Life Sciences,1,3605,Male,2,Research Scientist,Divorced,47070,1.0,Y,17,8,0,26.0,4,25,14,13
3605,34,No,Travel_Frequently,Sales,1,3,Life Sciences,1,3606,Male,2,Sales Executive,Married,24000,4.0,Y,18,8,1,14.0,3,10,1,8
3606,35,No,Travel_Rarely,Research & Development,9,3,Life Sciences,1,3607,Male,4,Healthcare Representative,Married,98240,0.0,Y,19,8,0,4.0,2,3,2,2
3607,42,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,3608,Female,1,Manager,Married,64470,6.0,Y,13,8,0,18.0,3,1,0,0
3608,43,No,Travel_Rarely,Research & Development,7,2,Medical,1,3609,Female,1,Laboratory Technician,Single,195020,3.0,Y,18,8,2,23.0,3,21,15,17
3609,36,No,Travel_Rarely,Research & Development,2,4,Medical,1,3610,Male,1,Healthcare Representative,Single,27250,9.0,Y,21,8,1,18.0,4,16,5,12
3611,28,No,Travel_Frequently,Research & Development,2,3,Life Sciences,1,3612,Female,2,Sales Representative,Married,21270,1.0,Y,14,8,0,2.0,3,2,2,2
3612,51,No,Travel_Frequently,Sales,21,4,Medical,1,3613,Male,2,Research Scientist,Single,182000,0.0,Y,17,8,0,8.0,3,7,7,7
3613,30,No,Non-Travel,Research & Development,2,4,Other,1,3614,Male,1,Research Scientist,Single,20960,7.0,Y,11,8,3,10.0,2,8,1,7
3615,28,No,Travel_Rarely,Sales,1,4,Life Sciences,1,3616,Female,2,Sales Representative,Single,20330,2.0,Y,15,8,1,5.0,5,3,1,2
3616,25,No,Travel_Rarely,Research & Development,18,2,Life Sciences,1,3617,Male,1,Research Scientist,Single,36220,1.0,Y,25,8,0,2.0,0,2,2,1
3617,32,No,Travel_Rarely,Research & Development,10,4,Other,1,3618,Female,1,Sales Executive,Married,42330,1.0,Y,11,8,0,10.0,5,10,0,8
3618,45,No,Travel_Frequently,Research & Development,19,3,Medical,1,3619,Male,3,Laboratory Technician,Single,36810,3.0,Y,17,8,1,22.0,2,0,0,0
3619,39,No,Travel_Rarely,Sales,29,1,Marketing,1,3620,Female,1,Laboratory Technician,Divorced,54600,6.0,Y,13,8,2,21.0,3,19,15,2
3620,58,No,Travel_Rarely,Research & Development,27,3,Other,1,3621,Male,2,Laboratory Technician,Divorced,21870,1.0,Y,18,8,1,2.0,1,2,2,2
3623,30,No,Travel_Rarely,Sales,9,1,Marketing,1,3624,Male,4,Research Director,Married,40890,0.0,Y,18,8,0,10.0,2,9,6,7
3624,36,No,Travel_Rarely,Sales,1,3,Marketing,1,3625,Male,2,Sales Executive,Married,166270,3.0,Y,12,8,0,10.0,5,7,1,7
3625,46,No,Travel_Rarely,Sales,4,3,Medical,1,3626,Male,1,Research Scientist,Single,26190,6.0,Y,12,8,1,10.0,3,7,5,7
3626,28,No,Non-Travel,Research & Development,1,3,Medical,1,3627,Male,5,Sales Executive,Married,56790,0.0,Y,13,8,0,10.0,2,9,7,5
3627,50,No,Travel_Rarely,Research & Development,20,2,Medical,1,3628,Female,5,Laboratory Technician,Married,154020,4.0,Y,21,8,0,25.0,3,3,1,2
3630,30,No,Travel_Rarely,Research & Development,6,4,Medical,1,3631,Female,1,Sales Executive,Married,30410,1.0,Y,11,8,1,9.0,2,9,0,8
3631,39,No,Travel_Rarely,Research & Development,26,1,Medical,1,3632,Male,2,Healthcare Representative,Single,34470,0.0,Y,14,8,0,9.0,5,8,1,7
3632,31,No,Non-Travel,Research & Development,1,2,Medical,1,3633,Male,1,Sales Executive,Divorced,195130,1.0,Y,12,8,1,10.0,1,10,9,6
3633,41,No,Non-Travel,Sales,6,3,Life Sciences,1,3634,Female,1,Research Director,Single,27730,1.0,Y,11,8,0,19.0,3,19,11,9
3636,42,No,Non-Travel,Research & Development,4,3,Life Sciences,1,3637,Male,2,Laboratory Technician,Married,20830,0.0,Y,12,8,2,21.0,3,20,2,10
3637,55,No,Travel_Rarely,Sales,11,3,Technical Degree,1,3638,Male,2,Manufacturing Director,Married,83810,4.0,Y,15,8,1,23.0,3,19,9,11
3638,56,No,Travel_Rarely,Sales,3,2,Medical,1,3639,Female,3,Manufacturing Director,Single,26910,6.0,Y,16,8,1,36.0,6,7,7,7
3639,40,No,Non-Travel,Research & Development,1,1,Life Sciences,1,3640,Male,1,Laboratory Technician,Divorced,42860,9.0,Y,15,8,0,6.0,6,4,0,0
3640,34,No,Travel_Rarely,Research & Development,3,2,Technical Degree,1,3641,Male,2,Research Director,Divorced,26590,0.0,Y,24,8,3,10.0,2,9,1,6
3641,40,No,Travel_Rarely,Sales,4,3,Medical,1,3642,Male,2,Sales Executive,Single,94340,1.0,Y,13,8,1,9.0,3,9,8,8
3642,41,No,Travel_Frequently,Sales,1,4,Other,1,3643,Female,2,Healthcare Representative,Divorced,55610,0.0,Y,11,8,0,10.0,2,9,1,7
3643,35,No,Travel_Frequently,Sales,1,2,Technical Degree,1,3644,Male,2,Manager,Single,66460,1.0,Y,13,8,1,9.0,2,9,1,1
3644,51,No,Travel_Rarely,Sales,18,2,Life Sciences,1,3645,Male,4,Manufacturing Director,Divorced,77250,1.0,Y,13,8,1,33.0,2,33,0,10
3645,38,No,Travel_Rarely,Sales,2,4,Life Sciences,1,3646,Female,1,Research Scientist,Divorced,107250,3.0,Y,18,8,0,11.0,5,7,1,7
3646,34,No,Travel_Rarely,Sales,4,3,Life Sciences,1,3647,Male,2,Research Scientist,Single,88470,1.0,Y,16,8,0,10.0,3,10,9,6
3647,25,No,Travel_Rarely,Research & Development,6,2,Medical,1,3648,Female,4,Research Scientist,Married,20450,3.0,Y,19,8,0,7.0,3,3,1,2
3649,40,No,Travel_Rarely,Research & Development,14,4,Medical,1,3650,Female,1,Research Scientist,Married,33480,3.0,Y,22,8,0,7.0,2,4,0,3
3650,36,No,Travel_Frequently,Sales,16,2,Life Sciences,1,3651,Male,1,Research Scientist,Married,12810,2.0,Y,11,8,0,17.0,2,15,6,13
3651,48,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,3652,Male,2,Research Scientist,Single,28190,1.0,Y,20,8,0,11.0,2,10,0,8
3652,27,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,3653,Female,2,Laboratory Technician,Married,48510,8.0,Y,18,8,0,5.0,2,1,0,0
3653,51,No,Travel_Rarely,Research & Development,4,1,Medical,1,3654,Female,3,Manufacturing Director,Single,40280,3.0,Y,14,8,0,29.0,3,5,0,3
3654,18,No,Non-Travel,Research & Development,1,4,Medical,1,3655,Male,2,Sales Executive,Single,27200,1.0,Y,22,8,1,0.0,2,0,0,0
3655,35,No,Travel_Rarely,Research & Development,1,4,Other,1,3656,Female,2,Research Director,Married,81200,0.0,Y,13,8,0,10.0,2,9,0,0
3656,27,No,Travel_Frequently,Research & Development,26,4,Medical,1,3657,Female,1,Research Director,Single,46470,3.0,Y,17,8,0,8.0,3,6,0,0
3658,56,No,Travel_Rarely,Research & Development,24,4,Life Sciences,1,3659,Male,2,Laboratory Technician,Married,32210,4.0,Y,15,8,2,33.0,2,19,15,9
3659,34,No,Non-Travel,Sales,1,2,Life Sciences,1,3660,Male,2,Research Scientist,Divorced,86210,1.0,Y,17,8,1,5.0,1,5,0,0
3660,40,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,3661,Male,2,Sales Executive,Divorced,45770,5.0,Y,11,8,1,15.0,3,12,11,8
3661,34,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,3662,Male,1,Research Scientist,Married,45530,4.0,Y,18,8,1,10.0,2,8,7,7
3664,38,No,Travel_Frequently,Research & Development,7,3,Medical,1,3665,Female,2,Sales Representative,Divorced,76250,1.0,Y,15,8,0,4.0,2,4,0,3
3665,34,No,Travel_Rarely,Research & Development,10,4,Other,1,3666,Female,2,Laboratory Technician,Single,74120,1.0,Y,24,8,0,14.0,4,14,4,11
3666,28,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,3667,Female,2,Healthcare Representative,Married,111590,1.0,Y,12,8,0,5.0,2,5,0,4
3668,39,No,Travel_Rarely,Research & Development,17,4,Technical Degree,1,3669,Female,2,Healthcare Representative,Married,104750,3.0,Y,11,8,1,8.0,3,5,1,4
3669,51,No,Travel_Frequently,Research & Development,20,3,Medical,1,3670,Male,2,Sales Executive,Married,148140,2.0,Y,11,8,1,14.0,2,4,3,2
3670,41,No,Travel_Frequently,Research & Development,1,3,Life Sciences,1,3671,Male,4,Sales Executive,Divorced,191410,3.0,Y,12,8,1,12.0,2,6,3,3
3671,37,No,Travel_Rarely,Research & Development,2,2,Medical,1,3672,Female,1,Healthcare Representative,Married,54050,7.0,Y,15,8,0,8.0,3,6,1,3
3672,33,No,Travel_Frequently,Research & Development,2,3,Medical,1,3673,Female,1,Sales Executive,Married,87930,6.0,Y,17,8,0,8.0,2,5,1,2
3673,32,No,Travel_Rarely,Research & Development,1,4,Medical,1,3674,Male,5,Research Director,Married,191890,0.0,Y,12,8,1,4.0,3,3,1,2
3674,39,No,Non-Travel,Research & Development,29,2,Life Sciences,1,3675,Male,2,Sales Executive,Married,38750,3.0,Y,15,8,0,13.0,3,6,0,5
